date,LOCATION_POSTAL_CODE,ORGANIZATION_ID,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS,SERVICE_USER_COUNT,CAPACITY_ACTUAL_BED,CAPACITY_ACTUAL_ROOM,postal_code,operator_registration_number,calculated_host_listings_count,price,minimum_nights,reviews_per_month,availability_365
2021-02-20,M9V 2X6,2,95.83500000000001,,14.5,15.0,,M9V,,,,,,
2021-02-20,M9W 6P8,1,,100.0,150.0,,143.0,M9W,,,,,,
2021-02-21,L4L 8P5,1,,100.0,72.0,,51.0,L4L,,,,,,
2021-02-21,M1E 2M6,2,84.62,100.0,57.0,13.0,32.0,M1E,,,,,,
2021-02-21,M1E 2N8,1,,100.0,44.0,,19.0,M1E,,,,,,
2021-02-21,M1E 2P4,1,,100.0,44.0,,23.0,M1E,,,,,,
2021-02-21,M1E 2P9,2,,100.0,25.5,,13.5,M1E,,,,,,
2021-02-21,M1H 2X1,1,100.0,,23.0,23.0,,M1H,,,,,,
2021-02-21,M1H 2Z1,1,,100.0,117.0,,117.0,M1H,,,,,,
2021-02-21,M1K 1M2,1,100.0,,30.0,30.0,,M1K,,,,,,
2021-02-21,M1K 2B5,1,97.78,,44.0,45.0,,M1K,,,,,,
2021-02-21,M1L 4A1,2,98.275,,19.0,19.5,,M1L,,,,,,
2021-02-21,M1M 1M4,1,,98.55,68.0,,69.0,M1M,,,,,,
2021-02-21,M1M 1P8,1,90.91,,60.0,66.0,,M1M,,,,,,
2021-02-21,M1P 4V8,1,,98.36,183.0,,61.0,M1P,,,,,,
2021-02-21,M1T 3G2,3,,94.44333333333333,114.66666666666667,,101.33333333333333,M1T,,,,,,
2021-02-21,M2J 4R1,2,,100.0,140.0,,49.0,M2J,,,,,,
2021-02-21,M2J 4R2,2,,100.0,140.5,,129.5,M2J,,,,,,
2021-02-21,M2M 3S3,1,100.0,,26.0,26.0,,M2M,,,,,,
2021-02-21,M2M 3T3,3,97.71333333333332,,57.333333333333336,58.333333333333336,,M2M,,,,,,
2021-02-21,M3B 2T5,1,93.75,,15.0,16.0,,M3B,,,,,,
2021-02-21,M3L 1A5,7,,100.0,24.714285714285715,,21.714285714285715,M3L,,,,,,
2021-02-21,M3M 2X4,1,66.67,,8.0,12.0,,M3M,,,,,,
2021-02-21,M3N 0E3,1,94.12,,16.0,17.0,,M3N,,,,,,
2021-02-21,M3N 1X1,2,,99.305,72.5,,38.0,M3N,,,,,,
2021-02-21,M4C 1L7,1,100.0,,37.0,37.0,,M4C,,,,,,
2021-02-21,M4K 3W5,1,100.0,,13.0,13.0,,M4K,,,,,,
2021-02-21,M4L 1G6,2,,98.57,20.5,,21.0,M4L,,,,,,
2021-02-21,M4M 2M5,1,,77.27,66.0,,22.0,M4M,,,,,,
2021-02-21,M4M 2V8,1,77.78,,14.0,18.0,,M4M,,,,,,
2021-02-21,M4M 3C3,1,100.0,,19.0,19.0,,M4M,,,,,,
2021-02-21,M4P 2L2,1,,100.0,129.0,,78.0,M4P,,,,,,
2021-02-21,M4T 1C1,2,100.0,,24.0,24.0,,M4T,,,,,,
2021-02-21,M4W 1J1,1,100.0,,18.0,18.0,,M4W,,,,,,
2021-02-21,M4W 2N1,1,100.0,,25.0,25.0,,M4W,,,,,,
2021-02-21,M4X 1K9,1,81.82,,9.0,11.0,,M4X,,,,,,
2021-02-21,M4Y 2H6,1,95.65,,22.0,23.0,,M4Y,,,,,,
2021-02-21,M4Y 2X9,1,78.57,,11.0,14.0,,M4Y,,,,,,
2021-02-21,M5A 1C1,1,100.0,,34.0,34.0,,M5A,,,,,,
2021-02-21,M5A 1T3,2,100.0,,25.0,25.0,,M5A,,,,,,
2021-02-21,M5A 1Z8,2,100.0,,8.0,8.0,,M5A,,,,,,
2021-02-21,M5A 2A5,1,100.0,,37.0,37.0,,M5A,,,,,,
2021-02-21,M5A 2G6,2,,100.0,3.5,,3.0,M5A,,,,,,
2021-02-21,M5A 2N2,6,100.0,,31.0,31.0,,M5A,,,,,,
2021-02-21,M5A 2N3,1,98.0,,49.0,50.0,,M5A,,,,,,
2021-02-21,M5A 2N9,1,100.0,,14.0,14.0,,M5A,,,,,,
2021-02-21,M5A 2R5,3,100.0,,40.333333333333336,40.333333333333336,,M5A,,,,,,
2021-02-21,M5A 2R9,1,,90.91,72.0,,33.0,M5A,,,,,,
2021-02-21,M5A 2V2,2,88.89,74.07,58.0,63.0,27.0,M5A,,,,,,
2021-02-21,M5A 3G1,1,,80.0,4.0,,5.0,M5A,,,,,,
2021-02-21,M5A 3S7,2,,80.0,2.0,,3.0,M5A,,,,,,
2021-02-21,M5A 4H5,1,100.0,,5.0,5.0,,M5A,,,,,,
2021-02-21,M5B 1G3,1,,100.0,45.0,,33.0,M5B,,,,,,
2021-02-21,M5B 1G6,1,100.0,,10.0,10.0,,M5B,,,,,,
2021-02-21,M5B 1H3,1,96.43,,27.0,28.0,,M5B,,,,,,
2021-02-21,M5B 2C2,1,,100.0,46.0,,46.0,M5B,,,,,,
2021-02-21,M5B 2G8,1,,93.21,217.0,,221.0,M5B,,,,,,
2021-02-21,M5B 2P3,2,74.055,,26.5,27.5,,M5B,,,,,,
2021-02-21,M5C 2G1,1,100.0,,55.0,55.0,,M5C,,,,,,
2021-02-21,M5C 2H4,1,100.0,,51.0,51.0,,M5C,,,,,,
2021-02-21,M5E 1A9,1,100.0,,28.0,28.0,,M5E,,,,,,
2021-02-21,M5E 1G5,1,,100.0,54.0,,49.0,M5E,,,,,,
2021-02-21,M5H 1H9,2,100.0,,25.5,25.5,,M5H,,,,,,
2021-02-21,M5J 1S8,2,,100.0,97.5,,92.0,M5J,,,,,,
2021-02-21,M5R 2T9,2,66.67,100.0,6.0,6.0,3.0,M5R,,,,,,
2021-02-21,M5R 2W7,1,72.0,,18.0,25.0,,M5R,,,,,,
2021-02-21,M5S 2H1,1,97.06,,33.0,34.0,,M5S,,,,,,
2021-02-21,M5S 2P1,1,75.0,,6.0,8.0,,M5S,,,,,,
2021-02-21,M5S 2P9,1,55.56,,5.0,9.0,,M5S,,,,,,
2021-02-21,M5T 2K7,1,100.0,,19.0,19.0,,M5T,,,,,,
2021-02-21,M5T 2M8,1,60.0,,3.0,5.0,,M5T,,,,,,
2021-02-21,M5T 2V4,1,,100.0,81.0,,69.0,M5T,,,,,,
2021-02-21,M5T 2V5,1,,84.13,174.0,,63.0,M5T,,,,,,
2021-02-21,M5T 2V9,1,100.0,,19.0,19.0,,M5T,,,,,,
2021-02-21,M5T 3B3,3,,99.33333333333333,26.666666666666668,,27.0,M5T,,,,,,
2021-02-21,M5V 1A3,4,92.64750000000001,,37.75,42.75,,M5V,,,,,,
2021-02-21,M5V 1G8,2,82.08500000000001,,40.0,41.5,,M5V,,,,,,
2021-02-21,M5V 2H3,2,66.66499999999999,,3.5,7.5,,M5V,,,,,,
2021-02-21,M5V 3G9,1,100.0,,50.0,50.0,,M5V,,,,,,
2021-02-21,M5V 3W3,2,98.38499999999999,,26.5,27.0,,M5V,,,,,,
2021-02-21,M6A 2W9,1,97.62,,41.0,42.0,,M6A,,,,,,
2021-02-21,M6C 2R5,1,100.0,,21.0,21.0,,M6C,,,,,,
2021-02-21,M6E 4X3,1,93.75,,15.0,16.0,,M6E,,,,,,
2021-02-21,M6G 1M2,1,100.0,,15.0,15.0,,M6G,,,,,,
2021-02-21,M6G 2C4,1,66.67,,10.0,15.0,,M6G,,,,,,
2021-02-21,M6G 2N1,1,100.0,,35.0,35.0,,M6G,,,,,,
2021-02-21,M6G 3B1,1,,92.31,33.0,,13.0,M6G,,,,,,
2021-02-21,M6H 3Z5,1,96.3,,26.0,27.0,,M6H,,,,,,
2021-02-21,M6J 3M4,1,66.67,,6.0,9.0,,M6J,,,,,,
2021-02-21,M6K 1E9,1,100.0,,43.0,43.0,,M6K,,,,,,
2021-02-21,M6K 3C3,3,98.37333333333333,,70.66666666666667,72.66666666666667,,M6K,,,,,,
2021-02-21,M6N 3V7,1,100.0,,50.0,50.0,,M6N,,,,,,
2021-02-21,M6P 1Y5,1,100.0,,49.0,49.0,,M6P,,,,,,
2021-02-21,M6R 2K3,1,,100.0,41.0,,41.0,M6R,,,,,,
2021-02-21,M8Y 1A3,1,100.0,,17.0,17.0,,M8Y,,,,,,
2021-02-21,M9V 1P9,2,82.28999999999999,,11.5,14.0,,M9V,,,,,,
2021-02-21,M9V 2X6,2,95.83500000000001,,14.5,15.0,,M9V,,,,,,
2021-02-21,M9W 6P8,1,,100.0,150.0,,143.0,M9W,,,,,,
2021-02-22,L4L 8P5,1,,100.0,73.0,,51.0,L4L,,,,,,
2021-02-22,M1E 2M6,2,84.62,100.0,57.5,13.0,32.0,M1E,,,,,,
2021-02-22,M1E 2N8,1,,100.0,44.0,,19.0,M1E,,,,,,
2021-02-22,M1E 2P4,1,,100.0,44.0,,23.0,M1E,,,,,,
2021-02-22,M1E 2P9,2,,100.0,25.5,,13.5,M1E,,,,,,
2021-02-22,M1H 2X1,1,88.57,,31.0,35.0,,M1H,,,,,,
2021-02-22,M1H 2Z1,1,,100.0,117.0,,117.0,M1H,,,,,,
2021-02-22,M1K 1M2,1,96.67,,29.0,30.0,,M1K,,,,,,
2021-02-22,M1K 2B5,1,97.73,,43.0,44.0,,M1K,,,,,,
2021-02-22,M1L 4A1,2,88.275,,18.0,19.5,,M1L,,,,,,
2021-02-22,M1M 1M4,1,,100.0,69.0,,69.0,M1M,,,,,,
2021-02-22,M1M 1P8,1,90.91,,60.0,66.0,,M1M,,,,,,
2021-02-22,M1P 4V8,1,,100.0,182.0,,60.0,M1P,,,,,,
2021-02-22,M1T 3G2,3,,93.05666666666667,114.33333333333333,,101.33333333333333,M1T,,,,,,
2021-02-22,M2J 4R1,2,,98.38499999999999,139.5,,50.0,M2J,,,,,,
2021-02-22,M2J 4R2,2,,100.0,141.5,,130.5,M2J,,,,,,
2021-02-22,M2M 3S3,1,100.0,,26.0,26.0,,M2M,,,,,,
2021-02-22,M2M 3T3,3,100.0,,56.666666666666664,56.666666666666664,,M2M,,,,,,
2021-02-22,M3B 2T5,1,100.0,,16.0,16.0,,M3B,,,,,,
2021-02-22,M3L 1A5,7,,100.0,24.714285714285715,,21.714285714285715,M3L,,,,,,
2021-02-22,M3M 2X4,1,75.0,,9.0,12.0,,M3M,,,,,,
2021-02-22,M3N 0E3,1,88.24,,15.0,17.0,,M3N,,,,,,
2021-02-22,M3N 1X1,2,,99.305,72.5,,38.0,M3N,,,,,,
2021-02-22,M4C 1L7,1,100.0,,36.0,36.0,,M4C,,,,,,
2021-02-22,M4K 3W5,1,100.0,,13.0,13.0,,M4K,,,,,,
2021-02-22,M4L 1G6,2,,98.57,20.5,,21.0,M4L,,,,,,
2021-02-22,M4M 2M5,1,,77.27,66.0,,22.0,M4M,,,,,,
2021-02-22,M4M 2V8,1,77.78,,14.0,18.0,,M4M,,,,,,
2021-02-22,M4M 3C3,1,95.45,,21.0,22.0,,M4M,,,,,,
2021-02-22,M4P 2L2,1,,98.75,130.0,,80.0,M4P,,,,,,
2021-02-22,M4T 1C1,2,95.825,,23.0,24.0,,M4T,,,,,,
2021-02-22,M4W 1J1,1,100.0,,14.0,14.0,,M4W,,,,,,
2021-02-22,M4W 2N1,1,100.0,,25.0,25.0,,M4W,,,,,,
2021-02-22,M4X 1K9,1,90.91,,10.0,11.0,,M4X,,,,,,
2021-02-22,M4Y 2H6,1,95.65,,22.0,23.0,,M4Y,,,,,,
2021-02-22,M4Y 2X9,1,92.86,,13.0,14.0,,M4Y,,,,,,
2021-02-22,M5A 1C1,1,100.0,,34.0,34.0,,M5A,,,,,,
2021-02-22,M5A 1T3,2,96.0,,24.0,25.0,,M5A,,,,,,
2021-02-22,M5A 1Z8,2,100.0,,8.0,8.0,,M5A,,,,,,
2021-02-22,M5A 2A5,1,100.0,,37.0,37.0,,M5A,,,,,,
2021-02-22,M5A 2G6,2,,100.0,3.5,,3.0,M5A,,,,,,
2021-02-22,M5A 2N2,6,98.95833333333333,,30.666666666666668,31.166666666666668,,M5A,,,,,,
2021-02-22,M5A 2N3,1,100.0,,50.0,50.0,,M5A,,,,,,
2021-02-22,M5A 2N9,1,100.0,,12.0,12.0,,M5A,,,,,,
2021-02-22,M5A 2R5,3,100.0,,39.666666666666664,39.666666666666664,,M5A,,,,,,
2021-02-22,M5A 2R9,1,,88.24,72.0,,34.0,M5A,,,,,,
2021-02-22,M5A 2V2,2,88.89,77.78,58.5,63.0,27.0,M5A,,,,,,
2021-02-22,M5A 3G1,1,,80.0,4.0,,5.0,M5A,,,,,,
2021-02-22,M5A 3S7,2,,80.0,2.0,,3.0,M5A,,,,,,
2021-02-22,M5A 4H5,1,100.0,,5.0,5.0,,M5A,,,,,,
2021-02-22,M5B 1G3,1,,100.0,45.0,,33.0,M5B,,,,,,
2021-02-22,M5B 1G6,1,100.0,,10.0,10.0,,M5B,,,,,,
2021-02-22,M5B 1H3,1,89.29,,25.0,28.0,,M5B,,,,,,
2021-02-22,M5B 2C2,1,,100.0,46.0,,46.0,M5B,,,,,,
2021-02-22,M5B 2G8,1,,92.76,216.0,,221.0,M5B,,,,,,
2021-02-22,M5B 2P3,2,74.055,,26.5,27.5,,M5B,,,,,,
2021-02-22,M5C 2G1,1,100.0,,55.0,55.0,,M5C,,,,,,
2021-02-22,M5C 2H4,1,100.0,,51.0,51.0,,M5C,,,,,,
2021-02-22,M5E 1A9,1,100.0,,28.0,28.0,,M5E,,,,,,
2021-02-22,M5E 1G5,1,,100.0,54.0,,49.0,M5E,,,,,,
2021-02-22,M5H 1H9,2,100.0,,25.0,25.0,,M5H,,,,,,
2021-02-22,M5J 1S8,2,,100.0,98.0,,92.5,M5J,,,,,,
2021-02-22,M5R 2T9,2,66.67,100.0,6.0,6.0,3.0,M5R,,,,,,
2021-02-22,M5R 2W7,1,72.0,,18.0,25.0,,M5R,,,,,,
2021-02-22,M5S 2H1,1,100.0,,38.0,38.0,,M5S,,,,,,
2021-02-22,M5S 2P1,1,75.0,,6.0,8.0,,M5S,,,,,,
2021-02-22,M5S 2P9,1,55.56,,5.0,9.0,,M5S,,,,,,
2021-02-22,M5T 2K7,1,100.0,,19.0,19.0,,M5T,,,,,,
2021-02-22,M5T 2M8,1,60.0,,3.0,5.0,,M5T,,,,,,
2021-02-22,M5T 2V4,1,,97.1,77.0,,69.0,M5T,,,,,,
2021-02-22,M5T 2V5,1,,82.54,173.0,,63.0,M5T,,,,,,
2021-02-22,M5T 2V9,1,89.47,,17.0,19.0,,M5T,,,,,,
2021-02-22,M5T 3B3,3,,100.0,26.666666666666668,,26.666666666666668,M5T,,,,,,
2021-02-22,M5V 1A3,4,90.44,,36.25,42.75,,M5V,,,,,,
2021-02-22,M5V 1G8,2,82.08500000000001,,40.0,41.5,,M5V,,,,,,
2021-02-22,M5V 2H3,2,100.0,,3.0,3.0,,M5V,,,,,,
2021-02-22,M5V 3G9,1,96.0,,48.0,50.0,,M5V,,,,,,
2021-02-22,M5V 3W3,2,98.38499999999999,,26.5,27.0,,M5V,,,,,,
2021-02-22,M6A 2W9,1,97.62,,41.0,42.0,,M6A,,,,,,
2021-02-22,M6C 2R5,1,100.0,,21.0,21.0,,M6C,,,,,,
2021-02-22,M6E 4X3,1,87.5,,14.0,16.0,,M6E,,,,,,
2021-02-22,M6G 1M2,1,100.0,,15.0,15.0,,M6G,,,,,,
2021-02-22,M6G 2C4,1,66.67,,10.0,15.0,,M6G,,,,,,
2021-02-22,M6G 2N1,1,100.0,,35.0,35.0,,M6G,,,,,,
2021-02-22,M6G 3B1,1,,93.33,36.0,,15.0,M6G,,,,,,
2021-02-22,M6H 3Z5,1,100.0,,27.0,27.0,,M6H,,,,,,
2021-02-22,M6J 3M4,1,77.78,,7.0,9.0,,M6J,,,,,,
2021-02-22,M6K 1E9,1,100.0,,43.0,43.0,,M6K,,,,,,
2021-02-22,M6K 3C3,3,92.42333333333333,,67.33333333333333,70.66666666666667,,M6K,,,,,,
2021-02-22,M6N 3V7,1,100.0,,50.0,50.0,,M6N,,,,,,
2021-02-22,M6P 1Y5,1,97.96,,48.0,49.0,,M6P,,,,,,
2021-02-22,M6R 2K3,1,,100.0,41.0,,41.0,M6R,,,,,,
2021-02-22,M8Y 1A3,1,100.0,,17.0,17.0,,M8Y,,,,,,
2021-02-22,M9V 1P9,2,85.41499999999999,,12.0,14.0,,M9V,,,,,,
2021-02-22,M9V 2X6,2,100.0,,15.0,15.0,,M9V,,,,,,
2021-02-22,M9W 6P8,1,,100.0,150.0,,143.0,M9W,,,,,,
2021-02-23,L4L 8P5,1,,100.0,73.0,,51.0,L4L,,,,,,
2021-02-23,M1E 2M6,2,84.62,100.0,59.0,13.0,33.0,M1E,,,,,,
2021-02-23,M1E 2N8,1,,100.0,46.0,,20.0,M1E,,,,,,
2021-02-23,M1E 2P4,1,,100.0,44.0,,23.0,M1E,,,,,,
2021-02-23,M1E 2P9,2,,100.0,25.5,,13.5,M1E,,,,,,
2021-02-23,M1H 2X1,1,82.86,,29.0,35.0,,M1H,,,,,,
2021-02-23,M1H 2Z1,1,,100.0,122.0,,122.0,M1H,,,,,,
2021-02-23,M1K 1M2,1,100.0,,30.0,30.0,,M1K,,,,,,
2021-02-23,M1K 2B5,1,97.73,,43.0,44.0,,M1K,,,,,,
2021-02-23,M1L 4A1,2,93.275,,18.5,19.5,,M1L,,,,,,
2021-02-23,M1M 1M4,1,,98.55,68.0,,69.0,M1M,,,,,,
2021-02-23,M1M 1P8,1,90.91,,60.0,66.0,,M1M,,,,,,
2021-02-23,M1P 4V8,1,,95.08,172.0,,61.0,M1P,,,,,,
2021-02-23,M1T 3G2,3,,91.66666666666667,113.0,,100.33333333333333,M1T,,,,,,
2021-02-23,M2J 4R1,2,,98.685,138.0,,49.0,M2J,,,,,,
2021-02-23,M2J 4R2,2,,99.58500000000001,143.0,,132.5,M2J,,,,,,
2021-02-23,M2M 3S3,1,100.0,,26.0,26.0,,M2M,,,,,,
2021-02-23,M2M 3T3,3,100.0,,52.333333333333336,52.333333333333336,,M2M,,,,,,
2021-02-23,M3B 2T5,1,93.75,,15.0,16.0,,M3B,,,,,,
2021-02-23,M3L 1A5,7,,99.10714285714286,24.428571428571427,,21.857142857142858,M3L,,,,,,
2021-02-23,M3M 2X4,1,83.33,,10.0,12.0,,M3M,,,,,,
2021-02-23,M3N 0E3,1,100.0,,17.0,17.0,,M3N,,,,,,
2021-02-23,M3N 1X1,2,,100.0,73.0,,38.0,M3N,,,,,,
2021-02-23,M4C 1L7,1,100.0,,36.0,36.0,,M4C,,,,,,
2021-02-23,M4K 3W5,1,92.31,,12.0,13.0,,M4K,,,,,,
2021-02-23,M4L 1G6,2,,92.85499999999999,20.0,,20.5,M4L,,,,,,
2021-02-23,M4M 2M5,1,,72.73,60.0,,22.0,M4M,,,,,,
2021-02-23,M4M 2V8,1,77.78,,14.0,18.0,,M4M,,,,,,
2021-02-23,M4M 3C3,1,94.74,,18.0,19.0,,M4M,,,,,,
2021-02-23,M4P 2L2,1,,100.0,132.0,,80.0,M4P,,,,,,
2021-02-23,M4T 1C1,2,100.0,,24.0,24.0,,M4T,,,,,,
2021-02-23,M4W 1J1,1,100.0,,10.0,10.0,,M4W,,,,,,
2021-02-23,M4W 2N1,1,100.0,,25.0,25.0,,M4W,,,,,,
2021-02-23,M4X 1K9,1,90.91,,10.0,11.0,,M4X,,,,,,
2021-02-23,M4Y 2H6,1,95.65,,22.0,23.0,,M4Y,,,,,,
2021-02-23,M4Y 2X9,1,76.92,,10.0,13.0,,M4Y,,,,,,
2021-02-23,M5A 1C1,1,100.0,,33.0,33.0,,M5A,,,,,,
2021-02-23,M5A 1T3,2,100.0,,25.0,25.0,,M5A,,,,,,
2021-02-23,M5A 1Z8,2,100.0,,9.0,9.0,,M5A,,,,,,
2021-02-23,M5A 2A5,1,97.3,,36.0,37.0,,M5A,,,,,,
2021-02-23,M5A 2G6,2,,100.0,3.5,,3.0,M5A,,,,,,
2021-02-23,M5A 2N2,6,100.0,,31.0,31.0,,M5A,,,,,,
2021-02-23,M5A 2N3,1,100.0,,50.0,50.0,,M5A,,,,,,
2021-02-23,M5A 2N9,1,100.0,,12.0,12.0,,M5A,,,,,,
2021-02-23,M5A 2R5,3,100.0,,39.666666666666664,39.666666666666664,,M5A,,,,,,
2021-02-23,M5A 2R9,1,,90.91,73.0,,33.0,M5A,,,,,,
2021-02-23,M5A 2V2,2,88.89,77.78,58.5,63.0,27.0,M5A,,,,,,
2021-02-23,M5A 3G1,1,,80.0,4.0,,5.0,M5A,,,,,,
2021-02-23,M5A 3S7,2,,80.0,2.0,,3.0,M5A,,,,,,
2021-02-23,M5A 4H5,1,100.0,,5.0,5.0,,M5A,,,,,,
2021-02-23,M5B 1G3,1,,100.0,44.0,,33.0,M5B,,,,,,
2021-02-23,M5B 1G6,1,100.0,,10.0,10.0,,M5B,,,,,,
2021-02-23,M5B 1H3,1,89.29,,25.0,28.0,,M5B,,,,,,
2021-02-23,M5B 2C2,1,,97.83,45.0,,46.0,M5B,,,,,,
2021-02-23,M5B 2G8,1,,92.76,216.0,,221.0,M5B,,,,,,
2021-02-23,M5B 2P3,2,75.0,,27.0,27.5,,M5B,,,,,,
2021-02-23,M5C 2G1,1,100.0,,55.0,55.0,,M5C,,,,,,
2021-02-23,M5C 2H4,1,100.0,,50.0,50.0,,M5C,,,,,,
2021-02-23,M5E 1A9,1,100.0,,28.0,28.0,,M5E,,,,,,
2021-02-23,M5E 1G5,1,,100.0,54.0,,49.0,M5E,,,,,,
2021-02-23,M5H 1H9,2,100.0,,25.5,25.5,,M5H,,,,,,
2021-02-23,M5J 1S8,2,,98.89,97.0,,92.5,M5J,,,,,,
2021-02-23,M5R 2T9,2,66.67,100.0,6.0,6.0,3.0,M5R,,,,,,
2021-02-23,M5R 2W7,1,72.0,,18.0,25.0,,M5R,,,,,,
2021-02-23,M5S 2H1,1,100.0,,40.0,40.0,,M5S,,,,,,
2021-02-23,M5S 2P1,1,75.0,,6.0,8.0,,M5S,,,,,,
2021-02-23,M5S 2P9,1,55.56,,5.0,9.0,,M5S,,,,,,
2021-02-23,M5T 2K7,1,100.0,,19.0,19.0,,M5T,,,,,,
2021-02-23,M5T 2M8,1,60.0,,3.0,5.0,,M5T,,,,,,
2021-02-23,M5T 2V4,1,,100.0,81.0,,69.0,M5T,,,,,,
2021-02-23,M5T 2V5,1,,82.54,173.0,,63.0,M5T,,,,,,
2021-02-23,M5T 2V9,1,94.74,,18.0,19.0,,M5T,,,,,,
2021-02-23,M5T 3B3,3,,98.48333333333333,26.333333333333332,,26.666666666666668,M5T,,,,,,
2021-02-23,M5V 1A3,4,91.4175,,36.5,42.25,,M5V,,,,,,
2021-02-23,M5V 1G8,2,82.08500000000001,,40.0,41.5,,M5V,,,,,,
2021-02-23,M5V 2H3,1,100.0,,4.0,4.0,,M5V,,,,,,
2021-02-23,M5V 3G9,1,96.0,,48.0,50.0,,M5V,,,,,,
2021-02-23,M5V 3W3,2,98.38499999999999,,26.5,27.0,,M5V,,,,,,
2021-02-23,M6A 2W9,1,100.0,,42.0,42.0,,M6A,,,,,,
2021-02-23,M6C 2R5,1,100.0,,21.0,21.0,,M6C,,,,,,
2021-02-23,M6E 4X3,1,93.75,,15.0,16.0,,M6E,,,,,,
2021-02-23,M6G 1M2,1,100.0,,15.0,15.0,,M6G,,,,,,
2021-02-23,M6G 2C4,1,66.67,,10.0,15.0,,M6G,,,,,,
2021-02-23,M6G 2N1,1,100.0,,35.0,35.0,,M6G,,,,,,
2021-02-23,M6G 3B1,1,,100.0,39.0,,15.0,M6G,,,,,,
2021-02-23,M6H 3Z5,1,100.0,,27.0,27.0,,M6H,,,,,,
2021-02-23,M6J 3M4,1,77.78,,7.0,9.0,,M6J,,,,,,
2021-02-23,M6K 1E9,1,100.0,,43.0,43.0,,M6K,,,,,,
2021-02-23,M6K 3C3,3,94.25333333333333,,64.0,65.66666666666667,,M6K,,,,,,
2021-02-23,M6N 3V7,1,100.0,,50.0,50.0,,M6N,,,,,,
2021-02-23,M6P 1Y5,1,100.0,,49.0,49.0,,M6P,,,,,,
2021-02-23,M6R 2K3,1,,100.0,41.0,,41.0,M6R,,,,,,
2021-02-23,M8Y 1A3,1,100.0,,17.0,17.0,,M8Y,,,,,,
2021-02-23,M9V 1P9,2,85.41499999999999,,12.0,14.0,,M9V,,,,,,
2021-02-23,M9V 2X6,2,100.0,,15.0,15.0,,M9V,,,,,,
2021-02-23,M9W 6P8,1,,100.0,150.0,,143.0,M9W,,,,,,
2021-02-24,L4L 8P5,1,,100.0,73.0,,51.0,L4L,,,,,,
2021-02-24,M1E 2M6,2,83.33,100.0,57.5,12.0,32.0,M1E,,,,,,
2021-02-24,M1E 2N8,1,,100.0,46.0,,20.0,M1E,,,,,,
2021-02-24,M1E 2P4,1,,100.0,43.0,,23.0,M1E,,,,,,
2021-02-24,M1E 2P9,2,,100.0,25.5,,13.5,M1E,,,,,,
2021-02-24,M1H 2X1,1,75.68,,28.0,37.0,,M1H,,,,,,
2021-02-24,M1H 2Z1,1,,100.0,122.0,,122.0,M1H,,,,,,
2021-02-24,M1K 1M2,1,100.0,,30.0,30.0,,M1K,,,,,,
2021-02-24,M1K 2B5,1,97.73,,43.0,44.0,,M1K,,,,,,
2021-02-24,M1L 4A1,2,93.275,,18.5,19.5,,M1L,,,,,,
2021-02-24,M1M 1M4,1,,98.57,69.0,,70.0,M1M,,,,,,
2021-02-24,M1M 1P8,1,90.91,,60.0,66.0,,M1M,,,,,,
2021-02-24,M1P 4V8,1,,93.44,168.0,,61.0,M1P,,,,,,
2021-02-24,M1T 3G2,3,,91.66666666666667,114.66666666666667,,102.0,M1T,,,,,,
2021-02-24,M2J 4R1,2,,100.0,136.5,,48.0,M2J,,,,,,
2021-02-24,M2J 4R2,2,,99.795,143.5,,132.5,M2J,,,,,,
2021-02-24,M2M 3S3,1,100.0,,26.0,26.0,,M2M,,,,,,
2021-02-24,M2M 3T3,3,100.0,,46.666666666666664,46.666666666666664,,M2M,,,,,,
2021-02-24,M3B 2T5,1,100.0,,16.0,16.0,,M3B,,,,,,
2021-02-24,M3L 1A5,7,,99.10714285714286,24.714285714285715,,22.142857142857142,M3L,,,,,,
2021-02-24,M3M 2X4,1,75.0,,9.0,12.0,,M3M,,,,,,
2021-02-24,M3N 0E3,1,100.0,,17.0,17.0,,M3N,,,,,,
2021-02-24,M3N 1X1,2,,99.315,73.0,,38.5,M3N,,,,,,
2021-02-24,M4C 1L7,1,100.0,,35.0,35.0,,M4C,,,,,,
2021-02-24,M4K 3W5,1,100.0,,13.0,13.0,,M4K,,,,,,
2021-02-24,M4L 1G6,2,,100.0,20.5,,20.5,M4L,,,,,,
2021-02-24,M4M 2M5,1,,72.73,60.0,,22.0,M4M,,,,,,
2021-02-24,M4M 2V8,1,77.78,,14.0,18.0,,M4M,,,,,,
2021-02-24,M4M 3C3,1,100.0,,18.0,18.0,,M4M,,,,,,
2021-02-24,M4P 2L2,1,,98.75,132.0,,80.0,M4P,,,,,,
2021-02-24,M4T 1C1,2,97.825,,23.5,24.0,,M4T,,,,,,
2021-02-24,M4W 1J1,1,100.0,,7.0,7.0,,M4W,,,,,,
2021-02-24,M4W 2N1,1,100.0,,25.0,25.0,,M4W,,,,,,
2021-02-24,M4X 1K9,1,90.91,,10.0,11.0,,M4X,,,,,,
2021-02-24,M4Y 2H6,1,95.65,,22.0,23.0,,M4Y,,,,,,
2021-02-24,M4Y 2X9,1,76.92,,10.0,13.0,,M4Y,,,,,,
2021-02-24,M5A 1C1,1,100.0,,33.0,33.0,,M5A,,,,,,
2021-02-24,M5A 1T3,2,98.0,,24.5,25.0,,M5A,,,,,,
