_id,operator_registration_number,postal_code,ward_number,ward_name
107472,STR-2109-GQBPHG,M6M,5.0,York South-Weston
107473,STR-2109-GXHPHH,M4Y,13.0,Toronto Centre
107474,STR-2109-HFPPHJ,M6N,9.0,Davenport
107475,STR-2109-HMVPHK,M9R,1.0,Etobicoke North
107476,STR-2109-JDHPHM,M6L,5.0,York South-Weston
107477,STR-2109-FJSBHB,M6S,4.0,Parkdale-High Park
107478,STR-2109-FRYBHC,M5R,11.0,University-Rosedale
107479,STR-2109-GHLBHF,M6N,9.0,Davenport
107480,STR-2109-GQSBHG,M3K,6.0,York Centre
107481,STR-2109-GXYBHH,M5A,13.0,Toronto Centre
107482,STR-2109-HPLBHK,M4H,15.0,Don Valley West
107483,STR-2109-JDYBHM,M5B,13.0,Toronto Centre
107484,STR-2109-FKHPHB,M6P,9.0,Davenport
107485,STR-2109-FSPPHC,M6J,11.0,University-Rosedale
107486,STR-2109-FZVPHD,M2J,17.0,Don Valley North
107487,STR-2109-GJBPHF,M4L,19.0,Beaches-East York
107488,STR-2109-GRHPHG,M2J,17.0,Don Valley North
107489,STR-2109-HGVPHJ,M9W,1.0,Etobicoke North
107490,STR-2109-HQBPHK,M5V,10.0,Spadina-Fort York
107491,STR-2109-HXHPHL,M9C,2.0,Etobicoke Centre
107492,STR-2109-FKYBHB,M6P,9.0,Davenport
107493,STR-2109-FTFBHC,M4M,14.0,Toronto-Danforth
107494,STR-2109-GBLBHD,M5J,10.0,Spadina-Fort York
107495,STR-2109-GJSBHF,M5V,10.0,Spadina-Fort York
107496,STR-2109-GRYBHG,M4T,11.0,University-Rosedale
107497,STR-2109-GZFBHH,M5V,10.0,Spadina-Fort York
107498,STR-2109-HHLBHJ,M5J,10.0,Spadina-Fort York
107499,STR-2109-HQSBHK,M5V,10.0,Spadina-Fort York
107500,STR-2109-JGFBHM,M8V,3.0,Etobicoke-Lakeshore
107501,STR-2109-FLPPHB,M5J,10.0,Spadina-Fort York
107502,STR-2109-GKHPHF,M6E,9.0,Davenport
107503,STR-2109-GSPPHG,M4Y,13.0,Toronto Centre
107504,STR-2109-GZVPHH,M5E,13.0,Toronto Centre
107505,STR-2109-HJBPHJ,M2M,18.0,Willowdale
107506,STR-2109-HRHPHK,M5B,13.0,Toronto Centre
107507,STR-2109-HYPPHL,M8V,3.0,Etobicoke-Lakeshore
107508,STR-2109-JGVPHM,M4L,19.0,Beaches-East York
107509,STR-2109-FDZHHB,M5A,13.0,Toronto Centre
107510,STR-2109-FMGHHC,M4L,14.0,Toronto-Danforth
107511,STR-2109-FVMHHD,M2N,18.0,Willowdale
107512,STR-2109-GCTHHF,M6M,5.0,York South-Weston
107513,STR-2109-GKZHHG,M5A,13.0,Toronto Centre
107514,STR-2109-GTGHHH,M4E,19.0,Beaches-East York
107515,STR-2109-HJTHHK,M6N,5.0,York South-Weston
107516,STR-2109-HZGHHM,M5V,10.0,Spadina-Fort York
107517,STR-2109-FFQVHB,M6M,5.0,York South-Weston
107518,STR-2109-FMWVHC,M5J,10.0,Spadina-Fort York
107519,STR-2109-FWCVHD,M5A,13.0,Toronto Centre
107520,STR-2110-GDJVHF,M3A,16.0,Don Valley East
107521,STR-2110-GTWVHH,M4W,11.0,University-Rosedale
107522,STR-2110-HCCVHJ,M4Y,13.0,Toronto Centre
107523,STR-2110-HKJVHK,M1P,21.0,Scarborough Centre
107524,STR-2110-HSQVHL,M2K,17.0,Don Valley North
107525,STR-2110-FGGHHB,M4J,14.0,Toronto-Danforth
107526,STR-2110-FWTHHD,M6G,12.0,Toronto-St. Paul's
107527,STR-2110-GDZHHF,M9M,7.0,Humber River-Black Creek
107528,STR-2110-GMGHHG,M5E,10.0,Spadina-Fort York
107529,STR-2110-GVMHHH,M5R,11.0,University-Rosedale
107530,STR-2110-HCTHHJ,M6G,11.0,University-Rosedale
107531,STR-2110-HKZHHK,M4L,14.0,Toronto-Danforth
107532,STR-2110-HTGHHL,M2K,17.0,Don Valley North
107533,STR-2110-FGWVHB,M5V,10.0,Spadina-Fort York
107534,STR-2110-FQCVHC,M3M,6.0,York Centre
107535,STR-2110-FXJVHD,M6N,9.0,Davenport
107536,STR-2110-GFQVHF,M6K,10.0,Spadina-Fort York
107537,STR-2110-GMWVHG,M6B,8.0,Eglinton-Lawrence
107538,STR-2110-GWCVHH,M5V,10.0,Spadina-Fort York
107539,STR-2110-HDJVHJ,M1B,25.0,Scarborough-Rouge Park
107540,STR-2110-HLQVHK,M4P,15.0,Don Valley West
107541,STR-2110-HTWVHL,M5J,10.0,Spadina-Fort York
107542,STR-2110-JCCVHM,M5J,10.0,Spadina-Fort York
107543,STR-2110-FXZHHD,M4L,14.0,Toronto-Danforth
107544,STR-2110-GGGHHF,M1N,20.0,Scarborough Southwest
107545,STR-2110-GPMHHG,M5B,13.0,Toronto Centre
107546,STR-2110-GWTHHH,M4L,14.0,Toronto-Danforth
107547,STR-2110-HDZHHJ,M6G,12.0,Toronto-St. Paul's
107548,STR-2110-HMGHHK,M5J,10.0,Spadina-Fort York
107549,STR-2110-HVMHHL,M4M,14.0,Toronto-Danforth
107550,STR-2110-JCTHHM,M5T,11.0,University-Rosedale
107551,STR-2110-FYQVHD,M4L,14.0,Toronto-Danforth
107552,STR-2110-GGWVHF,M2R,6.0,York Centre
107553,STR-2110-GQCVHG,M2K,17.0,Don Valley North
107554,STR-2110-GXJVHH,M5S,11.0,University-Rosedale
107555,STR-2110-HFQVHJ,M2J,17.0,Don Valley North
107556,STR-2110-HMWVHK,M5V,10.0,Spadina-Fort York
107557,STR-2110-HWCVHL,M5A,13.0,Toronto Centre
107558,STR-2110-JDJVHM,M2J,17.0,Don Valley North
107559,STR-2110-FJTHHB,M4X,13.0,Toronto Centre
107560,STR-2110-FRZHHC,M2J,17.0,Don Valley North
107561,STR-2110-GHMHHF,M1K,21.0,Scarborough Centre
107562,STR-2110-GQTHHG,M6C,12.0,Toronto-St. Paul's
107563,STR-2110-GXZHHH,M5V,10.0,Spadina-Fort York
107564,STR-2110-HGGHHJ,M2J,17.0,Don Valley North
107565,STR-2110-HPMHHK,M4C,19.0,Beaches-East York
107566,STR-2110-HWTHHL,M6J,11.0,University-Rosedale
107567,STR-2110-FKJVHB,M4Y,13.0,Toronto Centre
107568,STR-2110-FSQVHC,M6K,10.0,Spadina-Fort York
107569,STR-2110-FZWVHD,M5V,10.0,Spadina-Fort York
107570,STR-2110-GJCVHF,M6J,10.0,Spadina-Fort York
107571,STR-2110-GRJVHG,M3M,6.0,York Centre
107572,STR-2110-HGWVHJ,M4L,14.0,Toronto-Danforth
107573,STR-2110-HQCVHK,M5B,13.0,Toronto Centre
107574,STR-2110-HXJVHL,M5P,12.0,Toronto-St. Paul's
107575,STR-2110-JFQVHM,M5V,10.0,Spadina-Fort York
107576,STR-2110-FKZHHB,M5V,10.0,Spadina-Fort York
107577,STR-2110-FTGHHC,M4L,19.0,Beaches-East York
107578,STR-2110-GJTHHF,M5J,10.0,Spadina-Fort York
107579,STR-2110-GRZHHG,M9N,5.0,York South-Weston
107580,STR-2110-HHMHHJ,M1P,21.0,Scarborough Centre
107581,STR-2110-HQTHHK,M5R,11.0,University-Rosedale
107582,STR-2110-HXZHHL,M4L,19.0,Beaches-East York
107583,STR-2110-JGGHHM,M6P,9.0,Davenport
107584,STR-2110-FLQVHB,M6P,4.0,Parkdale-High Park
107585,STR-2110-FTWVHC,M8V,3.0,Etobicoke-Lakeshore
107586,STR-2110-GCCVHD,M4C,19.0,Beaches-East York
107587,STR-2110-GKJVHF,M4S,12.0,Toronto-St. Paul's
107588,STR-2110-GSQVHG,M4A,16.0,Don Valley East
107589,STR-2110-GZWVHH,M2N,18.0,Willowdale
107590,STR-2110-HJCVHJ,M5A,13.0,Toronto Centre
107591,STR-2110-HRJVHK,M5V,10.0,Spadina-Fort York
107592,STR-2110-FFBPHB,M1L,20.0,Scarborough Southwest
107593,STR-2110-FMHPHC,M6H,9.0,Davenport
107594,STR-2110-FVPPHD,M5J,10.0,Spadina-Fort York
107595,STR-2110-GCVPHF,M2M,17.0,Don Valley North
107596,STR-2110-GLBPHG,M5V,10.0,Spadina-Fort York
107597,STR-2110-GTHPHH,M5R,11.0,University-Rosedale
107598,STR-2110-HBPPHJ,M5V,10.0,Spadina-Fort York
107599,STR-2110-HJVPHK,M8Z,3.0,Etobicoke-Lakeshore
107600,STR-2110-HSBPHL,M5V,10.0,Spadina-Fort York
107601,STR-2110-HZHPHM,M4C,19.0,Beaches-East York
107602,STR-2110-FFSBHB,M5A,13.0,Toronto Centre
107603,STR-2110-FMYBHC,M5R,11.0,University-Rosedale
107604,STR-2110-FWFBHD,M4M,14.0,Toronto-Danforth
107605,STR-2110-GLSBHG,M6K,4.0,Parkdale-High Park
107606,STR-2110-GTYBHH,M2P,15.0,Don Valley West
107607,STR-2110-HKLBHK,M9R,2.0,Etobicoke Centre
107608,STR-2110-HSSBHL,M6G,11.0,University-Rosedale
107609,STR-2110-HZYBHM,M5R,11.0,University-Rosedale
107610,STR-2110-FGHPHB,M4M,14.0,Toronto-Danforth
107611,STR-2110-FPPPHC,M4E,19.0,Beaches-East York
107612,STR-2110-FWVPHD,M4Y,13.0,Toronto Centre
107613,STR-2110-GFBPHF,M8Z,3.0,Etobicoke-Lakeshore
107614,STR-2110-GVPPHH,M4C,19.0,Beaches-East York
107615,STR-2110-HCVPHJ,M5R,11.0,University-Rosedale
107616,STR-2110-HLBPHK,M6K,10.0,Spadina-Fort York
107617,STR-2110-HTHPHL,M6J,9.0,Davenport
107618,STR-2110-JBPPHM,M5R,11.0,University-Rosedale
107619,STR-2110-FQFBHC,M4M,14.0,Toronto-Danforth
107620,STR-2110-FXLBHD,M6P,9.0,Davenport
107621,STR-2110-GFSBHF,M2M,18.0,Willowdale
107622,STR-2110-GMYBHG,M3B,16.0,Don Valley East
107623,STR-2110-HLSBHK,M6G,11.0,University-Rosedale
107624,STR-2110-HTYBHL,M5V,10.0,Spadina-Fort York
107625,STR-2110-JCFBHM,M8V,3.0,Etobicoke-Lakeshore
107626,STR-2110-FHPPHB,M2L,15.0,Don Valley West
107627,STR-2110-FQVPHC,M5J,10.0,Spadina-Fort York
107628,STR-2110-FYBPHD,M6A,8.0,Eglinton-Lawrence
107629,STR-2110-GGHPHF,M5A,10.0,Spadina-Fort York
107630,STR-2110-GPPPHG,M2J,17.0,Don Valley North
107631,STR-2110-FKLBHB,M2H,17.0,Don Valley North
107632,STR-2110-HFBPHJ,M4M,14.0,Toronto-Danforth
107633,STR-2110-HMHPHK,M6J,10.0,Spadina-Fort York
107634,STR-2110-HVPPHL,M5V,10.0,Spadina-Fort York
107635,STR-2110-JCVPHM,M4Y,13.0,Toronto Centre
107636,STR-2110-FJFBHB,M8V,3.0,Etobicoke-Lakeshore
107637,STR-2110-FYSBHD,M6C,9.0,Davenport
107638,STR-2110-GQFBHG,M5B,13.0,Toronto Centre
107639,STR-2110-GXLBHH,M5V,10.0,Spadina-Fort York
107640,STR-2110-HFSBHJ,M6J,11.0,University-Rosedale
107641,STR-2110-HWFBHL,M9A,2.0,Etobicoke Centre
107642,STR-2110-FJVPHB,M4R,8.0,Eglinton-Lawrence
107643,STR-2110-FSBPHC,M6K,10.0,Spadina-Fort York
107644,STR-2110-FZHPHD,M4L,19.0,Beaches-East York
107645,STR-2110-GHPPHF,M2N,18.0,Willowdale
107646,STR-2110-GQVPHG,M6J,9.0,Davenport
107647,STR-2110-GYBPHH,M1V,22.0,Scarborough-Agincourt
107648,STR-2110-HGHPHJ,M5S,11.0,University-Rosedale
107649,STR-2110-HPPPHK,M5B,13.0,Toronto Centre
107650,STR-2110-HWVPHL,M1R,21.0,Scarborough Centre
107651,STR-2110-FSSBHC,M5P,12.0,Toronto-St. Paul's
107652,STR-2110-FZYBHD,M6K,10.0,Spadina-Fort York
107653,STR-2110-GJFBHF,M4X,13.0,Toronto Centre
107654,STR-2110-GRLBHG,M6R,4.0,Parkdale-High Park
107655,STR-2110-GYSBHH,M5B,13.0,Toronto Centre
107656,STR-2110-HXLBHL,M3J,7.0,Humber River-Black Creek
107657,STR-2110-JFSBHM,M2N,18.0,Willowdale
107658,STR-2110-FLBPHB,M6E,8.0,Eglinton-Lawrence
107659,STR-2110-FTHPHC,M1P,21.0,Scarborough Centre
107660,STR-2110-GBPPHD,M1C,25.0,Scarborough-Rouge Park
107661,STR-2110-GSBPHG,M9B,2.0,Etobicoke Centre
107662,STR-2110-GZHPHH,M9B,2.0,Etobicoke Centre
107663,STR-2110-HHPPHJ,M1V,22.0,Scarborough-Agincourt
107664,STR-2110-HQVPHK,M4S,12.0,Toronto-St. Paul's
107665,STR-2110-HYBPHL,M5V,10.0,Spadina-Fort York
107666,STR-2110-JGHPHM,M6G,12.0,Toronto-St. Paul's
107667,STR-2110-FLSBHB,M6K,10.0,Spadina-Fort York
107668,STR-2110-FTYBHC,M6K,9.0,Davenport
107669,STR-2110-GCFBHD,M2M,18.0,Willowdale
107670,STR-2110-GSSBHG,M6P,4.0,Parkdale-High Park
107671,STR-2110-GZYBHH,M4X,13.0,Toronto Centre
107672,STR-2110-HJFBHJ,M8V,3.0,Etobicoke-Lakeshore
107673,STR-2110-HRLBHK,M5P,12.0,Toronto-St. Paul's
107674,STR-2110-HYSBHL,M1G,24.0,Scarborough-Guildwood
107675,STR-2110-JGYBHM,M6K,10.0,Spadina-Fort York
107676,STR-2110-FFCVHB,M3H,6.0,York Centre
107677,STR-2110-FMJVHC,M5V,10.0,Spadina-Fort York
107678,STR-2110-FVQVHD,M5J,10.0,Spadina-Fort York
107679,STR-2110-GLCVHG,M6E,9.0,Davenport
107680,STR-2110-GTJVHH,M6J,10.0,Spadina-Fort York
107681,STR-2110-HBQVHJ,M6J,10.0,Spadina-Fort York
107682,STR-2110-HJWVHK,M6M,5.0,York South-Weston
107683,STR-2110-HSCVHL,M4M,14.0,Toronto-Danforth
107684,STR-2110-HZJVHM,M5V,10.0,Spadina-Fort York
107685,STR-2110-FFTHHB,M9C,2.0,Etobicoke Centre
107686,STR-2110-FMZHHC,M5V,10.0,Spadina-Fort York
107687,STR-2110-FWGHHD,M5R,11.0,University-Rosedale
107688,STR-2110-GLTHHG,M2K,17.0,Don Valley North
107689,STR-2110-GTZHHH,M5B,13.0,Toronto Centre
107690,STR-2110-HCGHHJ,M3K,6.0,York Centre
107691,STR-2110-HKMHHK,M6K,10.0,Spadina-Fort York
107692,STR-2110-HSTHHL,M4E,19.0,Beaches-East York
107693,STR-2110-HZZHHM,M5T,11.0,University-Rosedale
107694,STR-2110-FPQVHC,M1E,24.0,Scarborough-Guildwood
107695,STR-2110-GFCVHF,M6A,8.0,Eglinton-Lawrence
107696,STR-2110-GMJVHG,M5A,13.0,Toronto Centre
107697,STR-2110-GVQVHH,M6P,4.0,Parkdale-High Park
107698,STR-2110-HCWVHJ,M6E,8.0,Eglinton-Lawrence
107699,STR-2110-HLCVHK,M5G,11.0,University-Rosedale
107700,STR-2110-HTJVHL,M2N,18.0,Willowdale
107701,STR-2110-JBQVHM,M6P,4.0,Parkdale-High Park
107702,STR-2111-FGZHHB,M1P,21.0,Scarborough Centre
107703,STR-2111-FQGHHC,M3H,6.0,York Centre
107704,STR-2111-FXMHHD,M4J,14.0,Toronto-Danforth
107705,STR-2111-GFTHHF,M5V,10.0,Spadina-Fort York
107706,STR-2111-GMZHHG,M8Z,3.0,Etobicoke-Lakeshore
107707,STR-2111-GWGHHH,M6K,10.0,Spadina-Fort York
107708,STR-2111-HDMHHJ,M5B,13.0,Toronto Centre
107709,STR-2111-HTZHHL,M6G,11.0,University-Rosedale
107710,STR-2111-JCGHHM,M5S,11.0,University-Rosedale
107711,STR-2111-FHQVHB,M5A,13.0,Toronto Centre
107712,STR-2111-FQWVHC,M8W,3.0,Etobicoke-Lakeshore
107713,STR-2111-GGJVHF,M2N,18.0,Willowdale
107714,STR-2111-GPQVHG,M5V,10.0,Spadina-Fort York
107715,STR-2111-GWWVHH,M1W,22.0,Scarborough-Agincourt
107716,STR-2111-HFCVHJ,M1T,22.0,Scarborough-Agincourt
107717,STR-2111-HMJVHK,M4S,12.0,Toronto-St. Paul's
107718,STR-2111-HVQVHL,M6P,4.0,Parkdale-High Park
107719,STR-2111-JCWVHM,M6K,9.0,Davenport
107720,STR-2111-FJGHHB,M1B,25.0,Scarborough-Rouge Park
107721,STR-2111-FRMHHC,M6K,10.0,Spadina-Fort York
107722,STR-2111-FYTHHD,M5A,13.0,Toronto Centre
107723,STR-2111-GQGHHG,M1K,20.0,Scarborough Southwest
107724,STR-2111-GXMHHH,M5V,10.0,Spadina-Fort York
107725,STR-2111-HFTHHJ,M1N,20.0,Scarborough Southwest
107726,STR-2111-JDMHHM,M9M,7.0,Humber River-Black Creek
107727,STR-2111-FJWVHB,M4L,19.0,Beaches-East York
107728,STR-2111-FZJVHD,M5V,10.0,Spadina-Fort York
107729,STR-2111-GHQVHF,M5A,13.0,Toronto Centre
107730,STR-2111-GQWVHG,M1H,24.0,Scarborough-Guildwood
107731,STR-2111-GYCVHH,M9C,2.0,Etobicoke Centre
107732,STR-2111-HPQVHK,M6P,9.0,Davenport
107733,STR-2111-HWWVHL,M9N,5.0,York South-Weston
107734,STR-2111-GSTHHG,M6H,9.0,Davenport
107735,STR-2111-JFCVHM,M5H,10.0,Spadina-Fort York
107736,STR-2111-FKMHHB,M5V,10.0,Spadina-Fort York
107737,STR-2111-FSTHHC,M5V,10.0,Spadina-Fort York
107738,STR-2111-FZZHHD,M2N,18.0,Willowdale
107739,STR-2111-GJGHHF,M6H,9.0,Davenport
107740,STR-2111-GRMHHG,M4X,13.0,Toronto Centre
107741,STR-2111-GYTHHH,M4N,8.0,Eglinton-Lawrence
107742,STR-2111-HQGHHK,M5A,13.0,Toronto Centre
107743,STR-2111-JFTHHM,M5S,11.0,University-Rosedale
107744,STR-2111-FTJVHC,M5V,10.0,Spadina-Fort York
107745,STR-2111-GBQVHD,M6E,9.0,Davenport
107746,STR-2111-GJWVHF,M6E,9.0,Davenport
107747,STR-2111-GSCVHG,M5V,10.0,Spadina-Fort York
107748,STR-2111-GZJVHH,M4M,14.0,Toronto-Danforth
107749,STR-2111-HHQVHJ,M5V,10.0,Spadina-Fort York
107750,STR-2111-HQWVHK,M6G,9.0,Davenport
107751,STR-2111-HYCVHL,M4N,15.0,Don Valley West
107752,STR-2111-JGJVHM,M4P,12.0,Toronto-St. Paul’s
107753,STR-2111-FLTHHB,M6M,5.0,York South-Weston
107754,STR-2111-FTZHHC,M6J,9.0,Davenport
107755,STR-2111-GCGHHD,M4L,19.0,Beaches-East York
107756,STR-2111-GKMHHF,M1E,25.0,Scarborough-Rouge Park
107757,STR-2111-GZZHHH,M5P,12.0,Toronto-St. Paul's
107758,STR-2111-HJGHHJ,M5J,10.0,Spadina-Fort York
107759,STR-2111-HRMHHK,M6P,4.0,Parkdale-High Park
107760,STR-2111-HYTHHL,M5V,10.0,Spadina-Fort York
107761,STR-2111-FDPRVB,M4G,15.0,Don Valley West
107762,STR-2111-FVBRVD,M2J,17.0,Don Valley North
107763,STR-2111-GCHRVF,M1H,24.0,Scarborough-Guildwood
107764,STR-2111-GKPRVG,M4P,12.0,Toronto-St. Paul's
107765,STR-2111-GSVRVH,M5J,10.0,Spadina-Fort York
107766,STR-2111-HBBRVJ,M4C,19.0,Beaches-East York
107767,STR-2111-HJHRVK,M4Y,11.0,University-Rosedale
107768,STR-2111-HRPRVL,M6H,9.0,Davenport
107769,STR-2111-HYVRVM,M6C,12.0,Toronto-St. Paul's
107770,STR-2111-FMLDVC,M6J,11.0,University-Rosedale
107771,STR-2111-FVSDVD,M5P,12.0,Toronto-St. Paul's
107772,STR-2111-GCYDVF,M5V,10.0,Spadina-Fort York
107773,STR-2111-GTLDVH,M5V,10.0,Spadina-Fort York
107774,STR-2111-HBSDVJ,M5T,11.0,University-Rosedale
107775,STR-2111-HJYDVK,M5J,10.0,Spadina-Fort York
107776,STR-2111-HSFDVL,M6J,10.0,Spadina-Fort York
107777,STR-2111-HZLDVM,M5B,13.0,Toronto Centre
107778,STR-2111-FFVRVB,M5A,13.0,Toronto Centre
107779,STR-2111-FWHRVD,M5R,11.0,University-Rosedale
107780,STR-2111-GDPRVF,M5A,13.0,Toronto Centre
107781,STR-2111-GLVRVG,M5V,10.0,Spadina-Fort York
107782,STR-2111-GVBRVH,M5J,10.0,Spadina-Fort York
107783,STR-2111-HCHRVJ,M5B,13.0,Toronto Centre
107784,STR-2111-HKPRVK,M1N,20.0,Scarborough Southwest
107785,STR-2111-JBBRVM,M5A,13.0,Toronto Centre
107786,STR-2111-FGLDVB,M4M,14.0,Toronto-Danforth
107787,STR-2111-FPSDVC,M4L,19.0,Beaches-East York
107788,STR-2111-GFFDVF,M5E,13.0,Toronto Centre
107789,STR-2111-GMLDVG,M6K,4.0,Parkdale-High Park
107790,STR-2111-GVSDVH,M2N,18.0,Willowdale
107791,STR-2111-HCYDVJ,M2N,18.0,Willowdale
107792,STR-2111-HLFDVK,M4E,19.0,Beaches-East York
107793,STR-2111-HTLDVL,M6K,10.0,Spadina-Fort York
107794,STR-2111-JBSDVM,M1V,23.0,Scarborough North
107795,STR-2111-FQHRVC,M1G,24.0,Scarborough-Guildwood
107796,STR-2111-FXPRVD,M5J,10.0,Spadina-Fort York
107797,STR-2111-HJZKVK,M5T,11.0,University-Rosedale
107798,STR-2111-GFVRVF,M4P,12.0,Toronto-St. Paul's
107799,STR-2111-GPBRVG,M6J,10.0,Spadina-Fort York
107800,STR-2111-GWHRVH,M2K,17.0,Don Valley North
107801,STR-2111-HDPRVJ,M5V,10.0,Spadina-Fort York
107802,STR-2111-HLVRVK,M5V,10.0,Spadina-Fort York
107803,STR-2111-HVBRVL,M6H,9.0,Davenport
107804,STR-2111-JCHRVM,M6K,4.0,Parkdale-High Park
107805,STR-2111-FHSDVB,M5R,12.0,Toronto-St. Paul's
107806,STR-2111-FQYDVC,M8W,3.0,Etobicoke-Lakeshore
107807,STR-2111-FYFDVD,M4E,19.0,Beaches-East York
107808,STR-2111-GGLDVF,M6P,4.0,Parkdale-High Park
107809,STR-2111-GPSDVG,M4M,14.0,Toronto-Danforth
107810,STR-2111-GWYDVH,M6H,9.0,Davenport
107811,STR-2111-HFFDVJ,M5V,10.0,Spadina-Fort York
107812,STR-2111-HMLDVK,M5V,10.0,Spadina-Fort York
107813,STR-2111-HVSDVL,M5V,10.0,Spadina-Fort York
107814,STR-2111-JCYDVM,M6H,9.0,Davenport
107815,STR-2111-FJHRVB,M6C,12.0,Toronto-St. Paul's
107816,STR-2111-FRPRVC,M5V,10.0,Spadina-Fort York
107817,STR-2111-FYVRVD,M5A,13.0,Toronto Centre
107818,STR-2111-GHBRVF,M5R,11.0,University-Rosedale
107819,STR-2111-GQHRVG,M1G,24.0,Scarborough-Guildwood
107820,STR-2111-GXPRVH,M3B,16.0,Don Valley East
107821,STR-2111-HFVRVJ,M4W,11.0,University-Rosedale
107822,STR-2111-FTLDVC,M5A,13.0,Toronto Centre
107823,STR-2111-HPBRVK,M6G,11.0,University-Rosedale
107824,STR-2111-HWHRVL,M8Y,3.0,Etobicoke-Lakeshore
107825,STR-2111-JDPRVM,M6A,8.0,Eglinton-Lawrence
107826,STR-2111-FJYDVB,M9R,2.0,Etobicoke Centre
107827,STR-2111-FSFDVC,M5R,11.0,University-Rosedale
107828,STR-2111-FZLDVD,M1T,22.0,Scarborough-Agincourt
107829,STR-2111-GHSDVF,M3L,7.0,Humber River-Black Creek
107830,STR-2111-GQYDVG,M5J,10.0,Spadina-Fort York
107831,STR-2111-GYFDVH,M4Y,13.0,Toronto Centre
107832,STR-2111-HGLDVJ,M5J,10.0,Spadina-Fort York
107833,STR-2111-HPSDVK,M3H,6.0,York Centre
107834,STR-2111-HWYDVL,M5J,10.0,Spadina-Fort York
107835,STR-2111-JFFDVM,M5V,10.0,Spadina-Fort York
107836,STR-2111-FKPRVB,M4L,19.0,Beaches-East York
107837,STR-2111-FSVRVC,M3J,6.0,York Centre
107838,STR-2111-GBBRVD,M4J,14.0,Toronto-Danforth
107839,STR-2111-GJHRVF,M6N,9.0,Davenport
107840,STR-2111-GRPRVG,M6E,9.0,Davenport
107841,STR-2111-GYVRVH,M6K,10.0,Spadina-Fort York
107842,STR-2111-HHBRVJ,M5J,10.0,Spadina-Fort York
107843,STR-2111-HQHRVK,M5T,11.0,University-Rosedale
107844,STR-2111-HXPRVL,M4Y,13.0,Toronto Centre
107845,STR-2111-JFVRVM,M5J,10.0,Spadina-Fort York
107846,STR-2111-FLFDVB,M2N,18.0,Willowdale
107847,STR-2111-GBSDVD,M5V,10.0,Spadina-Fort York
107848,STR-2111-GJYDVF,M5V,10.0,Spadina-Fort York
107849,STR-2111-GSFDVG,M6B,8.0,Eglinton-Lawrence
107850,STR-2111-HHSDVJ,M9P,2.0,Etobicoke Centre
107851,STR-2111-HQYDVK,M2M,18.0,Willowdale
107852,STR-2111-HYFDVL,M4M,14.0,Toronto-Danforth
107853,STR-2111-JGLDVM,M5B,13.0,Toronto Centre
107854,STR-2111-FDQXVB,M2N,18.0,Willowdale
107855,STR-2111-FLWXVC,M4M,14.0,Toronto-Danforth
107856,STR-2111-GKQXVG,M4S,12.0,Toronto-St. Paul's
107857,STR-2111-GSWXVH,M4L,19.0,Beaches-East York
107858,STR-2111-HBCXVJ,M5V,10.0,Spadina-Fort York
107859,STR-2111-HJJXVK,M5J,10.0,Spadina-Fort York
107860,STR-2111-HRQXVL,M6G,11.0,University-Rosedale
107861,STR-2111-HYWXVM,M3K,6.0,York Centre
107862,STR-2111-FFGKVB,M9W,1.0,Etobicoke North
107863,STR-2111-GCZKVF,M4J,14.0,Toronto-Danforth
107864,STR-2111-GLGKVG,M1P,21.0,Scarborough Centre
107865,STR-2111-GTMKVH,M6K,4.0,Parkdale-High Park
107866,STR-2111-HBTKVJ,M9M,7.0,Humber River-Black Creek
107867,STR-2111-HZMKVM,M6R,4.0,Parkdale-High Park
107868,STR-2111-FFWXVB,M9A,2.0,Etobicoke Centre
107869,STR-2111-FPCXVC,M5T,10.0,Spadina-Fort York
107870,STR-2111-FWJXVD,M5V,10.0,Spadina-Fort York
107871,STR-2111-GLWXVG,M5J,10.0,Spadina-Fort York
107872,STR-2111-GVCXVH,M6K,4.0,Parkdale-High Park
107873,STR-2111-HSWXVL,M6P,4.0,Parkdale-High Park
107874,STR-2111-JBCXVM,M6H,9.0,Davenport
107875,STR-2111-FGMKVB,M5V,10.0,Spadina-Fort York
107876,STR-2111-FPTKVC,M4B,20.0,Scarborough Southwest
107877,STR-2111-FWZKVD,M4X,13.0,Toronto Centre
107878,STR-2111-GMMKVG,M4C,19.0,Beaches-East York
107879,STR-2111-GVTKVH,M4S,12.0,Toronto-St. Paul's
107880,STR-2111-HCZKVJ,M4M,14.0,Toronto-Danforth
107881,STR-2111-HLGKVK,M6G,11.0,University-Rosedale
107882,STR-2111-HTMKVL,M5H,10.0,Spadina-Fort York
107883,STR-2111-JBTKVM,M9V,1.0,Etobicoke North
107884,STR-2111-FHCXVB,M6H,9.0,Davenport
107885,STR-2111-FQJXVC,M5J,10.0,Spadina-Fort York
107886,STR-2111-FXQXVD,M1K,20.0,Scarborough Southwest
107887,STR-2111-GFWXVF,M1G,24.0,Scarborough-Guildwood
107888,STR-2111-GPCXVG,M1L,20.0,Scarborough Southwest
107889,STR-2111-GWJXVH,M5V,10.0,Spadina-Fort York
107890,STR-2111-HLWXVK,M5V,10.0,Spadina-Fort York
107891,STR-2111-HVCXVL,M5T,11.0,University-Rosedale
107892,STR-2111-JCJXVM,M6P,4.0,Parkdale-High Park
107893,STR-2111-FHTKVB,M5V,10.0,Spadina-Fort York
